ra,ano_base,prob_risco,risco_predito,nivel_risco
RA-1476,2024,0.11771061,0,Baixo
RA-250,2024,0.11759681,0,Baixo
RA-112,2024,0.117137104,0,Baixo
RA-291,2024,0.11709059,0,Baixo
RA-1414,2024,0.11643704,0,Baixo
RA-412,2024,0.11591381,0,Baixo
RA-1165,2024,0.11589223,0,Baixo
RA-531,2024,0.11537364,0,Baixo
RA-522,2024,0.1151851,0,Baixo
RA-110,2024,0.11511681,0,Baixo
RA-727,2024,0.1149997,0,Baixo
RA-395,2024,0.114615366,0,Baixo
RA-62,2024,0.113954544,0,Baixo
RA-36,2024,0.11394607,0,Baixo
RA-320,2024,0.11383683,0,Baixo
RA-181,2024,0.11375867,0,Baixo
RA-808,2024,0.11354338,0,Baixo
RA-127,2024,0.11254665,0,Baixo
RA-176,2024,0.11253065,0,Baixo
RA-501,2024,0.1124561,0,Baixo
RA-781,2024,0.112173125,0,Baixo
RA-94,2024,0.11087534,0,Baixo
RA-417,2024,0.11054884,0,Baixo
RA-963,2024,0.11051553,0,Baixo
RA-132,2024,0.109864384,0,Baixo
RA-586,2024,0.10949639,0,Baixo
RA-592,2024,0.10933686,0,Baixo
RA-588,2024,0.10909632,0,Baixo
RA-48,2024,0.10861826,0,Baixo
RA-419,2024,0.10842347,0,Baixo
RA-1151,2024,0.108092405,0,Baixo
RA-612,2024,0.10774014,0,Baixo
RA-687,2024,0.10727265,0,Baixo
RA-494,2024,0.10718215,0,Baixo
RA-630,2024,0.1063749,0,Baixo
RA-1560,2024,0.10630172,0,Baixo
RA-487,2024,0.10630131,0,Baixo
RA-1131,2024,0.10607688,0,Baixo
RA-93,2024,0.10589486,0,Baixo
RA-1578,2024,0.105171956,0,Baixo
RA-651,2024,0.10476997,0,Baixo
RA-193,2024,0.10475926,0,Baixo
RA-721,2024,0.104527146,0,Baixo
RA-326,2024,0.10436179,0,Baixo
RA-172,2024,0.103833005,0,Baixo
RA-365,2024,0.10359935,0,Baixo
RA-161,2024,0.10330486,0,Baixo
RA-165,2024,0.103070855,0,Baixo
RA-1405,2024,0.10293827,0,Baixo
RA-764,2024,0.10228965,0,Baixo
RA-1454,2024,0.10217369,0,Baixo
RA-637,2024,0.101982154,0,Baixo
RA-503,2024,0.10144653,0,Baixo
RA-686,2024,0.101177745,0,Baixo
RA-1114,2024,0.100416265,0,Baixo
RA-157,2024,0.100303866,0,Baixo
RA-418,2024,0.09919723,0,Baixo
RA-653,2024,0.09913524,0,Baixo
RA-794,2024,0.09791917,0,Baixo
RA-38,2024,0.09766505,0,Baixo
RA-35,2024,0.09766505,0,Baixo
RA-31,2024,0.09766505,0,Baixo
RA-106,2024,0.0976273,0,Baixo
RA-321,2024,0.09747387,0,Baixo
RA-111,2024,0.09706001,0,Baixo
RA-25,2024,0.09692133,0,Baixo
RA-516,2024,0.09638093,0,Baixo
RA-696,2024,0.09607731,0,Baixo
RA-347,2024,0.095627606,0,Baixo
RA-1048,2024,0.09510329,0,Baixo
RA-442,2024,0.09497099,0,Baixo
RA-666,2024,0.094491325,0,Baixo
RA-339,2024,0.09433806,0,Baixo
RA-1508,2024,0.09422716,0,Baixo
RA-816,2024,0.0939952,0,Baixo
RA-244,2024,0.09246158,0,Baixo
RA-103,2024,0.09246158,0,Baixo
RA-280,2024,0.09246158,0,Baixo
RA-652,2024,0.09173088,0,Baixo
RA-186,2024,0.09169479,0,Baixo
RA-788,2024,0.090942904,0,Baixo
RA-197,2024,0.09065864,0,Baixo
RA-829,2024,0.08962261,0,Baixo
RA-195,2024,0.08887927,0,Baixo
RA-543,2024,0.086470306,0,Baixo
RA-187,2024,0.08626238,0,Baixo
RA-834,2024,0.085003816,0,Baixo
RA-346,2024,0.079900034,0,Baixo
RA-761,2024,0.07986584,0,Baixo
RA-837,2024,0.078736894,0,Baixo
RA-274,2024,0.078607544,0,Baixo
RA-784,2024,0.07788812,0,Baixo
RA-1094,2024,0.07742394,0,Baixo
RA-479,2024,0.076793924,0,Baixo
RA-578,2024,0.07617354,0,Baixo
RA-827,2024,0.07243623,0,Baixo
RA-718,2024,0.072364524,0,Baixo
RA-730,2024,0.0717039,0,Baixo
RA-737,2024,0.07113108,0,Baixo
RA-853,2024,0.06756987,0,Baixo
RA-610,2024,0.064274624,0,Baixo
RA-502,2024,0.05405796,0,Baixo
RA-500,2024,0.053454854,0,Baixo
